,top,bottom,dress,outer
170,white_nike_shortsleeve,blue_none_shortskirt,,
171,white_nike_shortsleeve,lightblue_none_longskirt,,
172,white_nike_shortsleeve,white_none_shortskirt,,
173,white_nike_shortsleeve,white_none_longskirt,,
174,white_nike_shortsleeve,beige_none_shortskirt,,
175,white_nike_shortsleeve,black_none_shortpants,,
176,white_nike_shortsleeve,white_none_shortpants,,
177,white_nike_shortsleeve,black_none_adidasshortpants,,
178,white_nike_shortsleeve,lightblue_none_shortpants,,
179,white_nike_shortsleeve,blue_none_longskirt,,
180,khaki_none_shortsleeve,gray_none_shortpants,,
181,khaki_none_shortsleeve,beige_none_shortpants,,
182,khaki_none_shortsleeve,red_none_shortpants,,
183,khaki_none_shortsleeve,beige_none_longskirt,,
184,khaki_none_shortsleeve,blue_none_shortpants,,
185,khaki_none_shortsleeve,black_none_longskirt,,
186,khaki_none_shortsleeve,lightblue_none_shortskirt,,
187,khaki_none_shortsleeve,black_none_shortskirt,,
188,khaki_none_shortsleeve,blue_none_shortskirt,,
189,khaki_none_shortsleeve,lightblue_none_longskirt,,
190,khaki_none_shortsleeve,white_none_shortskirt,,
191,khaki_none_shortsleeve,white_none_longskirt,,
192,khaki_none_shortsleeve,beige_none_shortskirt,,
193,khaki_none_shortsleeve,black_none_shortpants,,
194,khaki_none_shortsleeve,white_none_shortpants,,
195,khaki_none_shortsleeve,black_none_adidasshortpants,,
196,khaki_none_shortsleeve,lightblue_none_shortpants,,
197,khaki_none_shortsleeve,blue_none_longskirt,,
198,yellow_stripe_shortsleeve,gray_none_shortpants,,
199,yellow_stripe_shortsleeve,beige_none_shortpants,,
200,yellow_stripe_shortsleeve,red_none_shortpants,,
201,yellow_stripe_shortsleeve,beige_none_longskirt,,
202,yellow_stripe_shortsleeve,blue_none_shortpants,,
203,yellow_stripe_shortsleeve,black_none_longskirt,,
204,yellow_stripe_shortsleeve,lightblue_none_shortskirt,,
205,yellow_stripe_shortsleeve,black_none_shortskirt,,
206,yellow_stripe_shortsleeve,blue_none_shortskirt,,
207,yellow_stripe_shortsleeve,lightblue_none_longskirt,,
208,yellow_stripe_shortsleeve,white_none_shortskirt,,
209,yellow_stripe_shortsleeve,white_none_longskirt,,
210,yellow_stripe_shortsleeve,beige_none_shortskirt,,
211,yellow_stripe_shortsleeve,black_none_shortpants,,
212,yellow_stripe_shortsleeve,white_none_shortpants,,
213,yellow_stripe_shortsleeve,black_none_adidasshortpants,,
214,yellow_stripe_shortsleeve,lightblue_none_shortpants,,
215,yellow_stripe_shortsleeve,blue_none_longskirt,,
216,purple_none_shortsleeve,gray_none_shortpants,,
217,purple_none_shortsleeve,beige_none_shortpants,,
218,purple_none_shortsleeve,red_none_shortpants,,
219,purple_none_shortsleeve,beige_none_longskirt,,
220,purple_none_shortsleeve,blue_none_shortpants,,
221,purple_none_shortsleeve,black_none_longskirt,,
222,purple_none_shortsleeve,lightblue_none_shortskirt,,
223,purple_none_shortsleeve,black_none_shortskirt,,
224,purple_none_shortsleeve,blue_none_shortskirt,,
225,purple_none_shortsleeve,lightblue_none_longskirt,,
226,purple_none_shortsleeve,white_none_shortskirt,,
227,purple_none_shortsleeve,white_none_longskirt,,
228,purple_none_shortsleeve,beige_none_shortskirt,,
229,purple_none_shortsleeve,black_none_shortpants,,
230,purple_none_shortsleeve,white_none_shortpants,,
231,purple_none_shortsleeve,black_none_adidasshortpants,,
232,purple_none_shortsleeve,lightblue_none_shortpants,,
233,purple_none_shortsleeve,blue_none_longskirt,,
234,black_check_shortshirt,gray_none_shortpants,,
235,black_check_shortshirt,beige_none_shortpants,,
236,black_check_shortshirt,red_none_shortpants,,
237,black_check_shortshirt,beige_none_longskirt,,
238,black_check_shortshirt,blue_none_shortpants,,
239,black_check_shortshirt,black_none_longskirt,,
240,black_check_shortshirt,lightblue_none_shortskirt,,
241,black_check_shortshirt,black_none_shortskirt,,
242,black_check_shortshirt,blue_none_shortskirt,,
243,black_check_shortshirt,lightblue_none_longskirt,,
244,black_check_shortshirt,white_none_shortskirt,,
245,black_check_shortshirt,white_none_longskirt,,
246,black_check_shortshirt,beige_none_shortskirt,,
247,black_check_shortshirt,black_none_shortpants,,
248,black_check_shortshirt,white_none_shortpants,,
249,black_check_shortshirt,black_none_adidasshortpants,,
250,black_check_shortshirt,lightblue_none_shortpants,,
251,black_check_shortshirt,blue_none_longskirt,,
252,yellow_none_shortsleeve,gray_none_shortpants,,
253,yellow_none_shortsleeve,beige_none_shortpants,,
254,yellow_none_shortsleeve,red_none_shortpants,,
255,yellow_none_shortsleeve,beige_none_longskirt,,
256,yellow_none_shortsleeve,blue_none_shortpants,,
257,yellow_none_shortsleeve,black_none_longskirt,,
258,yellow_none_shortsleeve,lightblue_none_shortskirt,,
259,yellow_none_shortsleeve,black_none_shortskirt,,
260,yellow_none_shortsleeve,blue_none_shortskirt,,
261,yellow_none_shortsleeve,lightblue_none_longskirt,,
262,yellow_none_shortsleeve,white_none_shortskirt,,
263,yellow_none_shortsleeve,white_none_longskirt,,
264,yellow_none_shortsleeve,beige_none_shortskirt,,
265,yellow_none_shortsleeve,black_none_shortpants,,
266,yellow_none_shortsleeve,white_none_shortpants,,
267,yellow_none_shortsleeve,black_none_adidasshortpants,,
268,yellow_none_shortsleeve,lightblue_none_shortpants,,
269,yellow_none_shortsleeve,blue_none_longskirt,,
270,beige_none_shortsleeve,gray_none_shortpants,,
271,beige_none_shortsleeve,beige_none_shortpants,,
272,beige_none_shortsleeve,red_none_shortpants,,
273,beige_none_shortsleeve,beige_none_longskirt,,
274,beige_none_shortsleeve,blue_none_shortpants,,
275,beige_none_shortsleeve,black_none_longskirt,,
276,beige_none_shortsleeve,lightblue_none_shortskirt,,
277,beige_none_shortsleeve,black_none_shortskirt,,
278,beige_none_shortsleeve,blue_none_shortskirt,,
279,beige_none_shortsleeve,lightblue_none_longskirt,,
280,beige_none_shortsleeve,white_none_shortskirt,,
281,beige_none_shortsleeve,white_none_longskirt,,
282,beige_none_shortsleeve,beige_none_shortskirt,,
283,beige_none_shortsleeve,black_none_shortpants,,
284,beige_none_shortsleeve,white_none_shortpants,,
285,beige_none_shortsleeve,black_none_adidasshortpants,,
286,beige_none_shortsleeve,lightblue_none_shortpants,,
287,beige_none_shortsleeve,blue_none_longskirt,,
288,blue_none_shortsleeve,gray_none_shortpants,,
289,blue_none_shortsleeve,beige_none_shortpants,,
290,blue_none_shortsleeve,red_none_shortpants,,
291,blue_none_shortsleeve,beige_none_longskirt,,
292,blue_none_shortsleeve,blue_none_shortpants,,
293,blue_none_shortsleeve,black_none_longskirt,,
294,blue_none_shortsleeve,lightblue_none_shortskirt,,
295,blue_none_shortsleeve,black_none_shortskirt,,
296,blue_none_shortsleeve,blue_none_shortskirt,,
297,blue_none_shortsleeve,lightblue_none_longskirt,,
298,blue_none_shortsleeve,white_none_shortskirt,,
299,blue_none_shortsleeve,white_none_longskirt,,
300,blue_none_shortsleeve,beige_none_shortskirt,,
301,blue_none_shortsleeve,black_none_shortpants,,
302,blue_none_shortsleeve,white_none_shortpants,,
303,blue_none_shortsleeve,black_none_adidasshortpants,,
304,blue_none_shortsleeve,lightblue_none_shortpants,,
305,blue_none_shortsleeve,blue_none_longskirt,,
306,white_none_shortsleeve,gray_none_shortpants,,
307,white_none_shortsleeve,beige_none_shortpants,,
308,white_none_shortsleeve,red_none_shortpants,,
309,white_none_shortsleeve,beige_none_longskirt,,
310,white_none_shortsleeve,blue_none_shortpants,,
311,white_none_shortsleeve,black_none_longskirt,,
312,white_none_shortsleeve,lightblue_none_shortskirt,,
313,white_none_shortsleeve,black_none_shortskirt,,
314,white_none_shortsleeve,blue_none_shortskirt,,
315,white_none_shortsleeve,lightblue_none_longskirt,,
316,white_none_shortsleeve,white_none_shortskirt,,
317,white_none_shortsleeve,white_none_longskirt,,
318,white_none_shortsleeve,beige_none_shortskirt,,
319,white_none_shortsleeve,black_none_shortpants,,
320,white_none_shortsleeve,white_none_shortpants,,
321,white_none_shortsleeve,black_none_adidasshortpants,,
322,white_none_shortsleeve,lightblue_none_shortpants,,
323,white_none_shortsleeve,blue_none_longskirt,,
324,black_none_shortsleeve,gray_none_shortpants,,
325,black_none_shortsleeve,beige_none_shortpants,,
326,black_none_shortsleeve,red_none_shortpants,,
327,black_none_shortsleeve,beige_none_longskirt,,
328,black_none_shortsleeve,blue_none_shortpants,,
329,black_none_shortsleeve,black_none_longskirt,,
330,black_none_shortsleeve,lightblue_none_shortskirt,,
331,black_none_shortsleeve,black_none_shortskirt,,
332,black_none_shortsleeve,blue_none_shortskirt,,
333,black_none_shortsleeve,lightblue_none_longskirt,,
334,black_none_shortsleeve,white_none_shortskirt,,
335,black_none_shortsleeve,white_none_longskirt,,
336,black_none_shortsleeve,beige_none_shortskirt,,
337,black_none_shortsleeve,black_none_shortpants,,
338,black_none_shortsleeve,white_none_shortpants,,
339,black_none_shortsleeve,black_none_adidasshortpants,,
340,black_none_shortsleeve,lightblue_none_shortpants,,
341,black_none_shortsleeve,blue_none_longskirt,,
342,red_stripe_shortsleeve,gray_none_shortpants,,
343,red_stripe_shortsleeve,beige_none_shortpants,,
344,red_stripe_shortsleeve,red_none_shortpants,,
345,red_stripe_shortsleeve,beige_none_longskirt,,
346,red_stripe_shortsleeve,blue_none_shortpants,,
347,red_stripe_shortsleeve,black_none_longskirt,,
348,red_stripe_shortsleeve,lightblue_none_shortskirt,,
349,red_stripe_shortsleeve,black_none_shortskirt,,
350,red_stripe_shortsleeve,blue_none_shortskirt,,
351,red_stripe_shortsleeve,lightblue_none_longskirt,,
352,red_stripe_shortsleeve,white_none_shortskirt,,
353,red_stripe_shortsleeve,white_none_longskirt,,
354,red_stripe_shortsleeve,beige_none_shortskirt,,
355,red_stripe_shortsleeve,black_none_shortpants,,
356,red_stripe_shortsleeve,white_none_shortpants,,
357,red_stripe_shortsleeve,black_none_adidasshortpants,,
358,red_stripe_shortsleeve,lightblue_none_shortpants,,
359,red_stripe_shortsleeve,blue_none_longskirt,,
360,black_stripe_shortsleeve,gray_none_shortpants,,
361,black_stripe_shortsleeve,beige_none_shortpants,,
362,black_stripe_shortsleeve,red_none_shortpants,,
363,black_stripe_shortsleeve,beige_none_longskirt,,
364,black_stripe_shortsleeve,blue_none_shortpants,,
365,black_stripe_shortsleeve,black_none_longskirt,,
366,black_stripe_shortsleeve,lightblue_none_shortskirt,,
367,black_stripe_shortsleeve,black_none_shortskirt,,
368,black_stripe_shortsleeve,blue_none_shortskirt,,
369,black_stripe_shortsleeve,lightblue_none_longskirt,,
370,black_stripe_shortsleeve,white_none_shortskirt,,
371,black_stripe_shortsleeve,white_none_longskirt,,
372,black_stripe_shortsleeve,beige_none_shortskirt,,
373,black_stripe_shortsleeve,black_none_shortpants,,
374,black_stripe_shortsleeve,white_none_shortpants,,
375,black_stripe_shortsleeve,black_none_adidasshortpants,,
376,black_stripe_shortsleeve,lightblue_none_shortpants,,
377,black_stripe_shortsleeve,blue_none_longskirt,,
378,black_nike_shortsleeve,gray_none_shortpants,,
379,black_nike_shortsleeve,beige_none_shortpants,,
380,black_nike_shortsleeve,red_none_shortpants,,
381,black_nike_shortsleeve,beige_none_longskirt,,
382,black_nike_shortsleeve,blue_none_shortpants,,
383,black_nike_shortsleeve,black_none_longskirt,,
384,black_nike_shortsleeve,lightblue_none_shortskirt,,
385,black_nike_shortsleeve,black_none_shortskirt,,
386,black_nike_shortsleeve,blue_none_shortskirt,,
387,black_nike_shortsleeve,lightblue_none_longskirt,,
388,black_nike_shortsleeve,white_none_shortskirt,,
389,black_nike_shortsleeve,white_none_longskirt,,
390,black_nike_shortsleeve,beige_none_shortskirt,,
391,black_nike_shortsleeve,black_none_shortpants,,
392,black_nike_shortsleeve,white_none_shortpants,,
393,black_nike_shortsleeve,black_none_adidasshortpants,,
394,black_nike_shortsleeve,lightblue_none_shortpants,,
395,black_nike_shortsleeve,blue_none_longskirt,,
396,,,black_none_sumshortdress,
397,,,white_none_sumshortdress,
398,,,blue_none_sumshortdress,
399,,,red_none_sumshortdress,
400,,,beige_none_sumshortdress,
